HAGR_ID,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Maximum_Longevity_Years,Body_Mass_in_Grams,Temperature_in_Kelvin
2276,Equidae,Equus,quagga,Quagga,900,900,38,,
2277,Equidae,Equus,zebra,Mountain zebra,1009,1279,33.2,,
2278,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,1643,1643,45,,
2279,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,2738,,32.8,,
2280,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1826,2254,49,,312.15
2281,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros,1278,,,,
2282,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1678,2557,43.5,,310.55
2283,Tapiridae,Acrocodia,indica,Malayan tapir,1095,1095,36.5,,309.95
2284,Tapiridae,Tapirella,bairdii,Baird's tapir,,,29.6,,
2285,Tapiridae,Tapirus,pinchaque,Mountain tapir,,,28.5,,
2286,Tapiridae,Tapirus,terrestris,Brazilian tapir,1095,1095,39.6,,309.65
2287,Manidae,Manis,crassicaudata,Indian pangolin,,,,15910,306.55
2288,Manidae,Manis,pentadactyla,Chinese pangolin,,,,3637.5,306.55
2289,Bradypodidae,Bradypus,torquatus,Maned three-toed sloth,,,,,
2290,Bradypodidae,Bradypus,tridactylus,Pale-throated three-toed sloth,1642,1095,,,
2291,Cyclopedidae,Cyclopes,didactylus,Silky anteater,,,,240,306.15
2292,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,1279,1644,36.8,,
2293,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,730,1095,41,4005.2,307.55
2294,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,1186,1186,31,30600,305.65
2295,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,,,16,3884.2,305.15
2296,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,365,,19,3500,306.65
2298,Aotidae,Aotus,azarae,Azara's night monkey,,,30,,
2299,Aotidae,Aotus,lemurinus,Lemurine night monkey,,,33.8,,
2300,Aotidae,Aotus,trivirgatus,Northern night monkey,821,730,30.1,914.5,311.15
2301,Aotidae,Aotus,vociferans,Noisy night monkey,,,22.1,,
2302,Atelidae,Alouatta,caraya,Black howler monkey,1167,928,32.4,,
2303,Atelidae,Alouatta,guariba,Brown howler monkey,,,,,
2304,Atelidae,Alouatta,palliata,Mantled howler monkey,1095,1278,24,4670,309.15
2305,Atelidae,Alouatta,pigra,Mexican black howler monkey,,,,,
2306,Atelidae,Alouatta,sara,Bolivian red howler monkey,,,,,
2307,Atelidae,Alouatta,seniculus,Red howler monkey,1475,,25,,
2308,Atelidae,Ateles,belzebuth,White-bellied spider monkey,1461,1826,37,,
2309,Atelidae,Ateles,chamek,Chamek spider monkey,,,42.8,,
2310,Atelidae,Ateles,fusciceps,Brown-headed spider monkey,1515,1826,46,,
2311,Atelidae,Ateles,geoffroyi,Central American spider monkey,1825,1826,47.1,,
2312,Atelidae,Ateles,marginatus,White-whiskered spider monkey,,,44,,
2313,Atelidae,Ateles,paniscus,Black spider monkey,1516,1280,46,,
2314,Atelidae,Brachyteles,arachnoides,Woolly spider monkey or muriqui,2738,,40,,
2315,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey,2555,1520,32,,
2316,Callitrichidae,Callimico,goeldii,Goeldi's monkey,365,395,22.2,,309.15
2317,Callitrichidae,Callithrix,geoffroyi,Geoffroy's marmoset,,,17.6,,
2318,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset,477,382,22.8,190,309.15
2319,Callitrichidae,Callithrix,kuhlii,Weid's black-tufted-ear marmoset,,,20,,
2320,Callitrichidae,Callithrix,penicillata,Black-pencilled marmoset,,,15.4,,
2321,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset,684,638,18.6,110.7,308.35
2322,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin,546,730,24.9,,
2323,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin,850,,20.2,,
2324,Callitrichidae,Leontopithecus,chrysomelas,Golden-headed lion tamarin,,,21.3,,
2325,Callitrichidae,Leontopithecus,chrysopygus,Golden-rumped lion tamarin,,,17.9,,
2326,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,547,730,31.6,,
2327,Callitrichidae,Mico,argentatus,Silvery marmoset,304,334,16.5,,
2328,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset,304,334,15,,
2329,Callitrichidae,Saguinus,bicolor,Brazilian bare-faced tamarin,,,19,,
2330,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin,548,,20.5,225,
2331,Callitrichidae,Saguinus,imperator,Emperor tamarin,546,730,23.7,,
2332,Callitrichidae,Saguinus,labiatus,Red-chested mustached tamarin,,,20.5,,
2333,Callitrichidae,Saguinus,leucopus,Silvery-brown bare-face tamarin,,,15.2,,
2334,Callitrichidae,Saguinus,midas,Midas tamarin,608,,21,,
2335,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin,486,540,20,,
2336,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin,548,550,26.2,,
2338,Cebidae,Cebus,albifrons,White-fronted capuchin,1310,1310,40.4,,
2339,Cebidae,Cebus,capucinus,White-faced capuchin,1505,2921,54,,
2340,Cebidae,Cebus,olivaceus,Weeping capuchin,2190,,47,,
2341,Cebidae,Saimiri,boliviensis,Bolivian squirrel monkey,,,30.3,,
2342,Cebidae,Saimiri,oerstedii,Central American squirrel monkey,,,,,
2343,Cebidae,Saimiri,sciureus,South American squirrel monkey,1003,1826,30.2,836.7,311.15
2344,Cebidae,Sapajus,apella,Brown capuchin,1703,,46,,
2345,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,,,27,,
2346,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey,,,24.1,,
2347,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey,,,26,,
2348,Cercopithecidae,Allochrocebus,solatus,Sun-tailed monkey,1734,,,,
2349,Cercopithecidae,Cercocebus,agilis,Agile mangabey,,,31,,
2350,Cercopithecidae,Cercocebus,galeritus,Tana River mangabey,2267,,,,
2351,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,973,,46,,
2352,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642,,31.2,,
2353,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,1095,,30,,
2354,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460,,36,,
2355,Cercopithecidae,Cercopithecus,diana,Diana monkey,1962,,35.1,,
2356,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey,,,24,,
2357,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey,,,28.6,,
2358,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673,1673,37.8,8648.7,310.65
2359,Cercopithecidae,Cercopithecus,mona,Mona monkey,,,30,,
2360,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611,2555,30.8,,
2361,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460,,31,,
2362,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey,,,29,,
2363,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460,,27,,
2364,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey,,,24,,
2365,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034,1825,30.8,,309.95
2366,Cercopithecidae,Colobus,angolensis,Angolan colobus,,,35.3,,
2367,Cercopithecidae,Colobus,guereza,Guereza,1461,2192,35,10623.6,310.15
2368,Cercopithecidae,Colobus,polykomos,King colobus,1642,730,33.9,,
2369,Cercopithecidae,Erythrocebus,patas,Patas monkey,956,1400,28.3,3000,312.45
2370,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460,,36,,
2371,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186,2099,29.2,,
2372,Cercopithecidae,Macaca,assamensis,Assam macaque,,,31.4,,
2373,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238,1544,39,,310.75
2374,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483,1369,38.5,,
2375,Cercopithecidae,Macaca,maura,Moor macaque,1825,,33,,
2376,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231,2007,40,,310.45
2377,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,1125,1095,37.6,,
2378,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490,,34,,
2379,Cercopithecidae,Macaca,ochreata,Booted macaque,,,29,,
2380,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295,1795,30,,
2381,Cercopithecidae,Macaca,silenus,Liontail macaque,1429,2511,40,,
2382,Cercopithecidae,Macaca,sinica,Toque macaque,1460,,29.3,,
2383,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399,2007,29.1,,
2384,Cercopithecidae,Macaca,thibetana,Tibetan macaque,,,27,,
2385,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,,,28.4,,
2386,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277,,39,,
2387,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186,,40,,
2388,Cercopithecidae,Miopithecus,talapoin,Talapoin,1395,2008,27.7,,
2389,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460,,25.1,,
2390,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514,1762,37.5,12670.8,311.15
2391,Cercopithecidae,Presbytis,comata,Grizzled leaf monkey,,,,,
2392,Cercopithecidae,Presbytis,melalophos,Mitred leaf monkey,,,20,,
2393,Cercopithecidae,Presbytis,thomasi,North Sumatran leaf monkey,,,,,
2394,Cercopithecidae,Pygathrix,nemaeus,Douc langur,1460,,26,,
2395,Cercopithecidae,Rhinopithecus,bieti,Black snub-nosed monkey,,,,,
2396,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,,,29.5,,
2397,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162,1886,29,,
2398,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,,,34,,
2399,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278,,26.1,,
2400,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391,2190,36,,
2401,Cercopithecidae,Trachypithecus,auratus,Javan langur,,,31.1,,
2402,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461,,28.3,,
2403,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey,1460,,26.3,,
2404,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey,,,,,
2405,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461,,33.9,,
2406,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,,,28.3,,
2407,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,,,25.2,,
2408,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365,365,13.4,,
2409,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365,,29,300,311.15
2410,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243,243,18.2,,
2411,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur,,,,,
2412,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312,275,17.4,,
2413,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,,,25,,
2414,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882,,32.3,,
2415,Galagidae,Euoticus,elegantulus,Western needle-clawed galago,,,,261.5,
2416,Galagidae,Galago,moholi,South African galago,146,372,16.6,170,
2417,Galagidae,Galago,senegalensis,Senegal galago,240,300,17.1,171.5,311.05
2418,Galagidae,Galagoides,demidoff,Demidoff's galago,256,270,13.4,62.4,
2419,Galagidae,Otolemur,crassicaudatus,Greater galago,495,639,22.7,993.5,309.75
2420,Galagidae,Otolemur,garnettii,Small-eared galago,600,600,20,1314,309.15
2421,Galagidae,Paragalago,zanzibaricus,Zanzibar galago,265,365,,,
2422,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago,243,274,,,
2423,Hominidae,Gorilla,gorilla,Gorilla,2829,4015,60.1,,308.65
2424,Hominidae,Homo,sapiens,Human,4745,5110,122.5,70000,310.15
2425,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194,,55,,
2426,Hominidae,Pan,troglodytes,Chimpanzee,3376,2920,59.4,,308.85
2427,Hominidae,Pongo,pygmaeus,Orangutan,2555,2555,59,,
2428,Hylobatidae,Hoolock,hoolock,Hoolock gibbon,2556,,41,,
2429,Hylobatidae,Hylobates,agilis,Agile gibbon,,,49,,
2430,Hylobatidae,Hylobates,klossii,Kloss's gibbon,,,37,,
2431,Hylobatidae,Hylobates,lar,White-handed gibbon,2555,1825,56,,
2432,Hylobatidae,Hylobates,moloch,Silvery gibbon,,,45,,
2433,Hylobatidae,Hylobates,muelleri,Borneo gibbon,,,60,,
2434,Hylobatidae,Hylobates,pileatus,Pileated gibbon,,,38,,
2435,Hylobatidae,Nomascus,concolor,Crested gibbon,3080,,46.1,,
2436,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon,,,44.1,,
2437,Hylobatidae,Symphalangus,syndactylus,Siamang,2190,2190,43,,
2438,Indriidae,Propithecus,diadema,Diademed sifaka,1186,913,21,,
2439,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka,1642,,20,,
2440,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912,912,31,3350,309.15
2441,Lemuridae,Eulemur,coronatus,Crowned lemur,608,,27,,
2442,Lemuridae,Eulemur,fulvus,Brown lemur,509,633,35.5,2374.1,309.65
2443,Lemuridae,Eulemur,macaco,Black lemur,540,266,37.5,,
2444,Lemuridae,Eulemur,mongoz,Mongoose lemur,650,1065,36.2,,
2445,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646,1350,31.7,,
2446,Lemuridae,Hapalemur,aureus,Golden bamboo lemur,,,,,
2447,Lemuridae,Hapalemur,griseus,Bamboo lemur,880,1346,23.3,,
2448,Lemuridae,Lemur,catta,Ring-tailed lemur,595,912,37.3,,
2449,Lemuridae,Prolemur,simus,Greater bamboo lemur,,,17.6,,
2450,Lemuridae,Varecia,rubra,Red ruffed lemur,609,650,37.5,,
2451,Lemuridae,Varecia,variegata,Ruffed lemur,605,649,39.4,,
2452,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur,592,546,,,
2453,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur,595,,,,
2454,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279,270,13,206,309.15
2455,Lorisidae,Loris,tardigradus,Slender loris,380,365,21.6,284,308.65
2456,Lorisidae,Nycticebus,coucang,Slow loris,578,,25.8,1128.6,308.55
2457,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273,,19.3,,
2458,Lorisidae,Perodicticus,potto,Potto,547,547,32.4,968.6,309.25
2459,Pitheciidae,Cacajao,calvus,Red uakari,1204,,35.8,,
2460,Pitheciidae,Cacajao,melanocephalus,Black uakari,,,,,
2461,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460,,20,,
2462,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460,,19.6,,
2463,Pitheciidae,Pithecia,aequatorialis,Equatorial saki,,,,,
2464,Pitheciidae,Pithecia,irrorata,Gray monk saki,,,,,
2465,Pitheciidae,Pithecia,monachus,Monk saki,,,25,,
2466,Pitheciidae,Pithecia,pithecia,Guianan saki,775,1460,36,,
2467,Pitheciidae,Plecturocebus,cupreus,Coppery titi,,,26.4,,
2468,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,,,25,,
2469,Pitheciidae,Plecturocebus,moloch,Dusky titi,912,,26.2,,
2470,Tarsiidae,Carlito,syrichta,Philippine tarsier,,,16,113,306.95
2471,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920,,16.3,,
2472,Tarsiidae,Tarsius,tarsier,Spectral tarsier,425,425,,173,309.15
2473,Elephantidae,Elephas,maximus,Asiatic elephant,3287,3287,65.5,3672000,308.95
2474,Elephantidae,Loxodonta,africana,African bush elephant,4018,3650,65,,309.35
2475,Abrocomidae,Abrocoma,bennettii,Bennett's chinchilla rat,,,2.3,,
2476,Aplodontiidae,Aplodontia,rufa,Mountain beaver,730,730,,706.8,311.15
2477,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365,365,20.6,,
2478,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511,,15.5,131.3,308.35
2479,Bathyergidae,Cryptomys,hottentotus,African mole rat,450,,11,78.9,307.55
2480,Bathyergidae,Cryptomys,mechowi,Giant mole-rat,,,16,,307.15
2481,Bathyergidae,Georychus,capensis,Cape mole-rat,304,304,11.2,193,309.55
2482,Bathyergidae,Heliophobius,argenteocinereus,Silvery mole-rat,,,,88.5,308.25
2483,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228,,31,35.3,305.25
2484,Calomyscidae,Calomyscus,bailwardi,Mouse-like hamster,,,9.4,,
2485,Calomyscidae,Calomyscus,mystax,Afghan mouse-like hamster,,,,,
2486,Capromyidae,Capromys,pilorides,Desmarest's hutia,304,304,13.8,2630,308.85
2487,Capromyidae,Geocapromys,brownii,Brown's hutia,365,,13.5,2456,309.15
2488,Capromyidae,Geocapromys,ingrahami,Bahamian hutia,730,730,,775,309.15
2489,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,,,15.9,,
2490,Castoridae,Castor,canadensis,American beaver,639,639,23.4,,
2491,Castoridae,Castor,fiber,Eurasian beaver,639,639,,,
2492,Caviidae,Cavia,aperea,Brazilian guinea pig,74,77,6,,
2493,Caviidae,Cavia,porcellus,Guinea pig,66,76,12,639.1,312.15
2494,Caviidae,Cavia,tschudii,Montane guinea pig,62,,6.3,,
2495,Caviidae,Dolichotis,patagonum,Patagonian mara,158,183,14.4,,
2496,Caviidae,Galea,musteloides,Common yellow-toothed cavy,66,60,3.5,322,310.45
2497,Caviidae,Galea,spixii,Spix's yellow-toothed cavy,70,112,4.6,,
2498,Caviidae,Hydrochoerus,hydrochaeris,Capybara,456,456,15.1,26385,310.25
2499,Caviidae,Kerodon,rupestris,Rock cavy,151,,12.9,801,311.35
2500,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240,240,17.2,436.7,307.85
2501,Chinchillidae,Lagidium,peruanum,Peruvian mountain viscacha,365,365,,,
2502,Chinchillidae,Lagidium,viscacia,Mountain viscacha,,,19.5,,
2503,Chinchillidae,Lagostomus,maximus,Plains viscacha,258,456,10.8,6794,309.95
2504,Cricetidae,Alticola,argentatus,Silver mountain vole,,,,37.7,
2505,Cricetidae,Alticola,semicanus,Mongolian silver vole,,,3.8,,
2506,Cricetidae,Alticola,strelzowi,Flat-headed vole,,,,,
2507,Cricetidae,Arvicola,amphibius,European water vole,51,45,2.5,94.7,310.65
2508,Cricetidae,Baiomys,taylori,Northern pygmy mouse,44,75,3.3,7.2,309.15
2509,Cricetidae,Cricetulus,barabensis,Striped dwarf hamster,,,5.3,,310.05
2510,Cricetidae,Cricetus,cricetus,Black-bellied hamster,43,56,3.6,365.3,312.65
2511,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,40,85,3.3,56.8,311.55
2512,Cricetidae,Dicrostonyx,richardsoni,Richardson's collared lemming,91,,,,
2513,Cricetidae,Dicrostonyx,torquatus,Arctic lemming,91,,,,
2514,Cricetidae,Eligmodontia,typus,Highland gerbil mouse,49,,,17.5,309.55
2515,Cricetidae,Ellobius,talpinus,Northern mole vole,,,5,,
2516,Cricetidae,Lagurus,lagurus,Steppe lemming,38,44,3.8,,
2517,Cricetidae,Lasiopodomys,brandtii,Brandt's vole,61,,4.1,40.2,
2518,Cricetidae,Lemmus,lemmus,Norway lemming,24,44,3.3,80,310.95
2519,Cricetidae,Lophiomys,imhausi,Crested rat,,,7.5,,
2520,Cricetidae,Mesocricetus,auratus,Golden hamster,48,48,3.9,108.2,311.25
2521,Cricetidae,Mesocricetus,brandti,Brandt's hamster,41,,4.4,,
2522,Cricetidae,Microtus,agrestis,Field vole,36,42,4.8,25,310.75
2523,Cricetidae,Microtus,arvalis,Common vole,38,56,4.8,21.9,310.15
2524,Cricetidae,Microtus,duodecimcostatus,Mediterranean pine vole,,,,,
2525,Cricetidae,Microtus,guentheri,Vole,60,95,3.9,43.8,311.45
2526,Cricetidae,Microtus,longicaudus,Long-tailed vole,,,,32.5,311.15
2527,Cricetidae,Microtus,ochrogaster,Prairie vole,47,,5.3,48.2,311.05
2528,Cricetidae,Microtus,oeconomus,Tundra vole,30,48,,32.8,311.55
2529,Cricetidae,Microtus,pennsylvanicus,Meadow vole,29,37,,38.2,311.65
2530,Cricetidae,Microtus,pinetorum,Woodland vole,98,,3.8,24.8,311.45
2531,Cricetidae,Microtus,richardsoni,Water vole,,,,64.5,311.85
2532,Cricetidae,Microtus,subterraneus,European pine vole,96,,,17.8,310.95
2533,Cricetidae,Myodes,glareolus,Bank vole,47,72,4.9,21.5,
2534,Cricetidae,Myodes,rufocanus,Gray red-backed vole,62,,,27.2,
2535,Cricetidae,Myopus,schisticolor,Wood lemming,33,,,26.4,312.15
2536,Cricetidae,Neotoma,albigula,White-throated woodrat,84,101,9.5,177.6,309.15
2537,Cricetidae,Neotoma,cinerea,Bushy-tailed woodrat,353,,,256.5,
2538,Cricetidae,Neotoma,floridana,Eastern woodrat,95,,8.6,,
2539,Cricetidae,Neotoma,lepida,Desert woodrat,76,76,10.5,112.5,309.95
2540,Cricetidae,Neotoma,micropus,Southern plains woodrat,136,,,,
2541,Cricetidae,Nyctomys,sumichrasti,Vesper rat,,,5.7,,
2542,Cricetidae,Ochrotomys,nuttalli,Golden mouse,,,8.4,19.5,309.55
2543,Cricetidae,Ondatra,zibethicus,Muskrat,285,285,,976.3,310.55
2544,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,100,114,5.6,,
2545,Cricetidae,Onychomys,torridus,Southern grasshopper mouse,41,41,4.6,19.1,309.15
2546,Cricetidae,Peromyscus,californicus,California mouse,46,,5.5,47,309.55
2547,Cricetidae,Peromyscus,crinitus,Canyon mouse,70,70,7.7,20.5,308.85
2548,Cricetidae,Peromyscus,eremicus,Cactus mouse,129,,7.4,21,309.75
2549,Cricetidae,Peromyscus,guatemalensis,Guatemalan deer mouse,,,5.7,,
2550,Cricetidae,Peromyscus,leucopus,White-footed mouse,73,,7.9,22.3,309.85
2551,Cricetidae,Peromyscus,maniculatus,Deer mouse,49,,8.3,20.5,309.75
2552,Cricetidae,Peromyscus,polionotus,Oldfield mouse,28,,5.5,12,
2553,Cricetidae,Peromyscus,truei,Pinyon mouse,50,,5.4,33.1,309.85
2554,Cricetidae,Phenacomys,intermedius,Western heather vole,37,,,21.5,311.05
2555,Cricetidae,Phenacomys,ungava,Eastern heather vole,38,,,,
2556,Cricetidae,Phodopus,roborovskii,Desert hamster,243,,4.8,,
2557,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,120,,3.9,31.3,309.25
2558,Cricetidae,Phyllotis,darwini,Darwin's leaf-eared mouse,,,,47,309.35
2559,Cricetidae,Podomys,floridanus,Florida mouse,,,7.4,30.8,
2560,Cricetidae,Reithrodon,auritus,Bunny or coney rat,61,,5.5,78.7,
2561,Cricetidae,Reithrodontomys,humulis,Eastern harvest mouse,105,,,,
2562,Cricetidae,Reithrodontomys,megalotis,Western harvest mouse,107,80,,9,309.95
2563,Cricetidae,Rhipidomys,nitela,Splendid climbing mouse,,,,,
2564,Cricetidae,Scotinomys,teguina,Alston's brown mouse,34,49,,12,310.75
2565,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,40,40,5.2,159.6,311.25
2566,Cricetidae,Synaptomys,cooperi,Southern bog lemming,,,,,
2567,Cricetidae,Tscherskia,triton,Greater long-tailed hamster,,,,,
2568,Cricetidae,Tylomys,nudicaudus,Peters's climbing rat,82,109,5.4,,
2569,Cricetidae,Wiedomys,pyrrhorhinos,Red-nosed mouse,,,,,
2570,Ctenodactylidae,Ctenodactylus,gundi,Gundi,319,,5.8,,
2571,Ctenodactylidae,Pectinator,spekei,Speke's pectinator,,,,,
2572,Ctenomyidae,Ctenomys,conoveri,Chaco tuco-tuco,,,,,
2573,Ctenomyidae,Ctenomys,talarum,Tuco-tuco,243,243,,121,309.25
2574,Cuniculidae,Cuniculus,paca,Lowland paca,365,365,16.3,9156,310.35
2575,Cuniculidae,Cuniculus,taczanowskii,Mountain paca,,,18.9,,
2576,Dasyproctidae,Dasyprocta,azarae,Azara's agouti,,,11.8,3849,310.65
2577,Dasyproctidae,Dasyprocta,cristata,Crested agouti,,,14,,
2578,Dasyproctidae,Dasyprocta,fuliginosa,Black agouti,,,18,,
2579,Dasyproctidae,Dasyprocta,leporina,Agouti,193,,17.8,2687,311.45
